Profile: Function timing, sorted by time
Date:    Sun Jul 28 12:57:49 2002


Programmstatistik
-----------------
    2002 Jul 28 12:30 Befehlszeile: "C:\code\GePhex\bin\engine2"  
    Gesamtzeit: 257620,194 Millisekunden
    Zeit ausserhalb von Funktionen: 102,732 Millisekunden
    Aufruftiefe: 30
    Gesamtfunktionen: 4619
    Gesamtaufrufe: 55996062
    Funktionsabdeckung: 65,3%
    Berechneter Verwaltungsaufwand: 6
    Durchschnittlicher Aufwand: 6

Modulstatistik fuer engine2.exe
-------------------------------
    Zeit innerhalb des Moduls: 257517,462 Millisekunden
    100,0% Prozent im Modul
    4619 Funktionen im Modul
    Aufrufe im Modul: 55996062 
    Modulfunktionsabdeckung: 65,3%

        Funkt.        Funkt.+Unterfkt.      Anzahl
        Zeit     %         Zeit       %          Aufrufe  Funktion
------------------------------------------------------------------
    1563,211   0,6     3625,855   1,4   197327 std::basic_ostream<char,struct std::char_traits<char> >::opfx(void) (main.obj)
    1526,221   0,6     1526,221   0,6   579520 utils::AutoPtrRef::decRefCount(void) (main.obj)
    1496,263   0,6     1496,263   0,6   658323 utils::AutoPtr<class IInput>::c_ptr(void) (c_module.obj)
    1463,507   0,6    12880,954   5,0    51591 std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::do_put(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base &,char,long) (sequencerstatusreceivernet.obj)
    1454,774   0,6     2581,177   1,0   185718 utils::AutoPtr<class renderer::ModuleControlBlock>::decRefCount(void) (runtimesystem.obj)
    1447,676   0,6     1447,676   0,6   737058 utils::Buffer::getLen(void) (buffer.obj)
    1442,497   0,6     1442,497   0,6   512133 std::ios_base::flags(void) (main.obj)
    1438,860   0,6     1438,860   0,6   794985 std::list<class IInput *,class std::allocator<class IInput *> >::const_iterator::const_iterator(struct list<class IInput *,class std::allocator<class IInput *> >::const_iterator::_Node *) (c_module.obj)
    1435,695   0,6     2524,418   1,0   447848 std::list<int,class std::allocator<int> >::const_iterator::operator!=(class std::list<int,class std::allocator<int> >::const_iterator const &) (model.obj)
    1434,308   0,6     1434,308   0,6   753600 std::list<int,class std::allocator<int> >::_Acc::_Next(struct std::list<int,class std::allocator<int> >::_Node *) (model.obj)
    1428,231   0,6     1428,231   0,6   589916 std::list<int,class std::allocator<int> >::const_iterator::const_iterator(struct list<int,class std::allocator<int> >::const_iterator::_Node *) (model.obj)
    1386,522   0,5     1386,522   0,5   571207 utils::AutoPtrRef::incRefCount(void) (main.obj)
    1377,548   0,5     2183,943   0,8   382267 utils::AutoPtr<class renderer::ModuleControlBlock>::operator->(void) (runtimesystem.obj)
    1347,953   0,5     2976,365   1,2   196696 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::begin(void) (runtimesystem.obj)
    1346,499   0,5    11239,756   4,4    51660 std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Iput(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base &,char,char *,unsigned int) (sequencerstatusreceivernet.obj)
    1328,984   0,5     1328,984   0,5   712119 std::ios_base::rdstate(void) (main.obj)
    1259,936   0,5    20101,626   7,8    51591 std::basic_ostream<char,struct std::char_traits<char> >::operator<<(int) (sequencerstatusreceivernet.obj)
    1255,499   0,5     1429,358   0,6    97784 utils::Buffer::Buffer(unsigned char const *,int,int) (buffer.obj)
    1253,779   0,5     2672,523   1,0   133687 std::basic_streambuf<char,struct std::char_traits<char> >::sputc(char) (main.obj)
    1227,325   0,5     2403,907   0,9   500700 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Tidy(bool) (main.obj)
    1218,382   0,5     2004,879   0,8   201479 std::locale::facet::_Decref(void) (main.obj)
    1204,002   0,5     3985,891   1,5   209451 utils::Buffer::~Buffer(void) (buffer.obj)
    1200,436   0,5     1749,324   0,7   201492 std::locale::facet::_Incref(void) (main.obj)
    1194,136   0,5     1194,136   0,5   579520 utils::AutoPtrRef::refCount(void) (main.obj)
    1192,538   0,5     1192,538   0,5   590138 std::basic_streambuf<char,struct std::char_traits<char> >::pptr(void) (main.obj)
    1186,692   0,5     4780,993   1,9   374219 utils::AutoPtr<class IInput>::~AutoPtr<class IInput>(void) (c_module.obj)
    1184,326   0,5    15084,230   5,9   103811 std::list<class IInput *,class std::allocator<class IInput *> >::erase(class std::list<class IInput *,class std::allocator<class IInput *> >::iterator,class std::list<class IInput *,class std::allocator<class IInput *> >::iterator) (c_output.obj)
    1172,305   0,5     3339,974   1,3    94491 std::basic_istream<char,struct std::char_traits<char> >::ipfx(bool) (main.obj)
    1133,264   0,4     5758,756   2,2    83153 std::basic_istream<char,struct std::char_traits<char> >::get(void) (string_.obj)
    1118,522   0,4     4850,941   1,9   262262 std::list<class IInput *,class std::allocator<class IInput *> >::_Freenode(struct std::list<class IInput *,class std::allocator<class IInput *> >::_Node *) (c_output.obj)
    1088,723   0,4     1088,723   0,4   447848 std::list<int,class std::allocator<int> >::const_iterator::operator==(class std::list<int,class std::allocator<int> >::const_iterator const &) (model.obj)
    1080,150   0,4     2292,023   0,9   163914 std::list<class IInput *,class std::allocator<class IInput *> >::begin(void) (c_output.obj)
    1061,758   0,4     5122,690   2,0    43708 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::erase(class std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator) (runtimesystem.obj)
    1052,299   0,4     1052,299   0,4     3335 std::_Fputc(char,struct _iobuf *) (main.obj)
    1049,265   0,4     2338,160   0,9    98510 std::basic_streambuf<char,struct std::char_traits<char> >::sbumpc(void) (main.obj)
    1045,949   0,4     4427,808   1,7   197342 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Grow(unsigned int,bool) (main.obj)
    1041,426   0,4     1041,426   0,4   480812 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Acc::_Next(struct std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Node *) (runtimesystem.obj)
    1040,356   0,4     1040,356   0,4   448032 std::list<class IInput *,class std::allocator<class IInput *> >::iterator::operator==(class std::list<class IInput *,class std::allocator<class IInput *> >::iterator const &) (c_output.obj)
    1034,489   0,4     1475,144   0,6   250665 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::max_size(void) (main.obj)
    1022,307   0,4     3732,419   1,4   262262 std::allocator<class IInput *>::deallocate(void *,unsigned int) (c_output.obj)
    1016,768   0,4     1016,768   0,4   483028 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Refcnt(char const *) (main.obj)
    1016,195   0,4     1497,471   0,6   141904 std::_Tree<int,struct std::pair<int const ,class utils::AutoPtr<class renderer::ModuleControlBlock> >,struct std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Kfn,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Key(struct std::_Tree<int,struct std::pair<int const ,class utils::AutoPtr<class renderer::ModuleControlBlock> >,struct std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Kfn,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Node *) (runtimesystem.obj)
    1011,302   0,4    20425,850   7,9   103811 std::list<class IInput *,class std::allocator<class IInput *> >::~list<class IInput *,class std::allocator<class IInput *> >(void) (c_output.obj)
    1006,092   0,4     2215,915   0,9    45114 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &,unsigned int,unsigned int) (main.obj)
    1004,139   0,4    43417,898  16,9    10928 renderer::`anonymous namespace'::sendInputValues(class utils::AutoPtr<class renderer::ModuleControlBlock>,class IControlValueReceiver *,class std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > > const &,int) (runtimesystem.obj)
     998,022   0,4     2882,917   1,1   316902 std::list<class IInput *,class std::allocator<class IInput *> >::iterator::operator++(int) (c_output.obj)
     990,643   0,4     3278,579   1,3   262263 std::allocator<class IInput *>::_Charalloc(unsigned int) (c_module.obj)
     929,020   0,4     2953,668   1,1   201102 std::locale::~locale(void) (main.obj)
     920,311   0,4      920,311   0,4   475353 std::list<class IInput *,class std::allocator<class IInput *> >::_Acc::_Value(struct std::list<class IInput *,class std::allocator<class IInput *> >::_Node *) (c_module.obj)
     917,852   0,4      917,852   0,4   524344 std::list<int,class std::allocator<int> >::_Acc::_Value(struct std::list<int,class std::allocator<int> >::_Node *) (model.obj)
     906,750   0,4      906,750   0,4   274939 operator new(unsigned int,void *) (main.obj)
     906,273   0,4      906,273   0,4   333016 utils::Buffer::getPtr(void) (buffer.obj)
     894,350   0,3     3590,767   1,4    38785 std::operator<<(class std::basic_ostream<char,struct std::char_traits<char> > &,char) (modelstatusreceivernet.obj)
     885,676   0,3     1250,142   0,5    70904 utils::Buffer::Buffer(class Buffer::Buffer const &) (buffer.obj)
     885,510   0,3     1487,772   0,6   273192 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator::iterator(struct list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator::_Node *) (runtimesystem.obj)
     880,794   0,3      880,828   0,3       63 dllloader::DllLoader::openSharedLibrary(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (dllloader.obj)
     867,447   0,3     3428,956   1,3    95891 std::basic_streambuf<char,struct std::char_traits<char> >::xsputn(char const *,int) (main.obj)
     853,603   0,3     3434,721   1,3   185714 utils::AutoPtr<class renderer::ModuleControlBlock>::~AutoPtr<class renderer::ModuleControlBlock>(void) (runtimesystem.obj)
     827,168   0,3     2973,509   1,2    43792 std::list<int,class std::allocator<int> >::insert(class std::list<int,class std::allocator<int> >::iterator,int const &) (graphnode.obj)
     825,639   0,3     3450,301   1,3    10928 std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::do_put(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base &,char,double) (sequencerstatusreceivernet.obj)
     816,592   0,3     2396,889   0,9    62588 std::use_facet(class std::locale const &,class std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > > const *,bool) (sequencerstatusreceivernet.obj)
     806,395   0,3      806,395   0,3   382267 utils::AutoPtr<class renderer::ModuleControlBlock>::c_ptr(void) (runtimesystem.obj)
     791,033   0,3     3950,096   1,5    69342 std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Putc(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,char const *,unsigned int) (sequencerstatusreceivernet.obj)
     786,865   0,3     2427,618   0,9   197327 std::basic_ostream<char,struct std::char_traits<char> >::sentry::~sentry(void) (main.obj)
     776,883   0,3     2865,144   1,1    43713 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::insert(class std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator,class utils::AutoPtr<class renderer::ModuleControlBlock> const &) (runtimesystem.obj)
     767,167   0,3     2291,078   0,9    66872 std::use_facet(class std::locale const &,class std::numpunct<char> const *,bool) (structreader.obj)
     764,082   0,3      764,082   0,3   521784 CInput::getIndex(void) (c_input.obj)
     753,853   0,3     3872,517   1,5    83004 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(char const *,class basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::allocator<char> const &) (main.obj)
     738,598   0,3     3013,094   1,2    43632 std::list<int,class std::allocator<int> >::erase(class std::list<int,class std::allocator<int> >::iterator) (model.obj)
     721,826   0,3     1160,411   0,5   146436 std::locale::_Getfacet(unsigned int,bool) (locale0.obj)
     704,788   0,3     1141,480   0,4   146436 std::locale::_Iscloc(void) (locale0.obj)
     696,895   0,3      813,970   0,3   224716 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void) (main.obj)
     671,173   0,3      671,173   0,3   254734 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::size(void) (main.obj)
     658,362   0,3     2923,266   1,1    94839 std::ostreambuf_iterator<char,struct std::char_traits<char> >::operator=(char) (sequencerstatusreceivernet.obj)
     651,441   0,3      770,163   0,3     7377 net::TCPSocket::receive(void) (tcpsocket.obj)
     649,437   0,3    11497,388   4,5   150255 std::list<class IInput *,class std::allocator<class IInput *> >::push_back(class IInput * const &) (c_module.obj)
     647,773   0,3     1219,562   0,5   124064 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::compare(unsigned int,unsigned int,char const *,unsigned int) (main.obj)
     639,054   0,2      639,054   0,2   359554 std::char_traits<char>::eq_int_type(int const &,int const &) (main.obj)
     638,422   0,2      809,528   0,3    98347 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::empty(void) (runtimesystem.obj)
     632,044   0,2      632,044   0,2   316902 std::list<class IInput *,class std::allocator<class IInput *> >::const_iterator::_Mynode(void) (c_module.obj)
     631,261   0,2     2166,705   0,8    43653 std::_Tree<int,struct std::pair<int const ,class utils::AutoPtr<class renderer::ModuleControlBlock> >,struct std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Kfn,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Lbound(int const &) (runtimesystem.obj)
     627,023   0,2     1245,064   0,5   158451 std::_Construct(class IInput * *,class IInput * const &) (c_module.obj)
     615,002   0,2     6744,501   2,6    82858 std::basic_istream<char,struct std::char_traits<char> >::get(char &) (xmlutils.obj)
     609,870   0,2      609,870   0,2   359620 std::char_traits<char>::eof(void) (main.obj)
     604,930   0,2     1862,531   0,7    54660 std::locale::locale(void) (main.obj)
     602,263   0,2      602,263   0,2   273192 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::const_iterator::const_iterator(struct list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::const_iterator::_Node *) (runtimesystem.obj)
     595,706   0,2    16727,028   6,5   142056 CInput::update(void) (c_input.obj)
     590,557   0,2     4216,412   1,6   197327 std::basic_ostream<char,struct std::char_traits<char> >::sentry::sentry(class basic_ostream<char,struct std::char_traits<char> >::sentry &) (main.obj)
     586,650   0,2     3281,121   1,3    25023 utils::Buffer_streambuf::sync(void) (bufferstream.obj)
     580,796   0,2     1613,701   0,6    73299 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::compare(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (main.obj)
     577,872   0,2      577,999   0,2   316523 std::basic_ios<char,struct std::char_traits<char> >::setstate(int,bool) (main.obj)
     571,602   0,2     1163,128   0,5   146787 std::locale::id::operator unsigned int(void) (main.obj)
     569,610   0,2      569,610   0,2   349860 std::list<int,class std::allocator<int> >::_Acc::_Prev(struct std::list<int,class std::allocator<int> >::_Node *) (model.obj)
     566,395   0,2      566,395   0,2   360619 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Acc::_Prev(struct std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Node *) (runtimesystem.obj)
     566,305   0,2     1040,726   0,4   185716 utils::AutoPtr<class renderer::ModuleControlBlock>::AutoPtr<class renderer::ModuleControlBlock>(class AutoPtr<class renderer::ModuleControlBlock>::AutoPtr<class renderer::ModuleControlBlock> const &) (runtimesystem.obj)
     565,015   0,2     1304,657   0,5   197327 std::basic_ostream<char,struct std::char_traits<char> >::osfx(void) (main.obj)
     562,752   0,2     2552,321   1,0    10928 std::num_put<char,class std::ostreambuf_iterator<char,struct std::char_traits<char> > >::_Fput(class std::ostreambuf_iterator<char,struct std::char_traits<char> >,class std::ios_base &,char,char const *,unsigned int,unsigned int) (sequencerstatusreceivernet.obj)
     552,824   0,2      552,824   0,2   356416 std::basic_ios<char,struct std::char_traits<char> >::rdbuf(void) (main.obj)
     541,456   0,2     2256,129   0,9   146423 std::ios_base::getloc(void) (main.obj)
     538,591   0,2      941,250   0,4   158451 std::allocator<class IInput *>::destroy(class IInput * *) (c_output.obj)
     534,830   0,2      534,830   0,2   334403 std::basic_streambuf<char,struct std::char_traits<char> >::gptr(void) (main.obj)
     534,100   0,2     2330,360   0,9    87420 std::list<class utils::AutoPtr<class renderer::ModuleControlBlock>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::front(void) (runtimesystem.obj)
     532,130   0,2     1835,024   0,7    51775 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Copy(unsigned int) (main.obj)
     531,485   0,2     1652,499   0,6     8196 CType::serialize(void) (c_type.obj)
     514,336   0,2      514,336   0,2   230983 std::basic_streambuf<char,struct std::char_traits<char> >::epptr(void) (main.obj)
     513,427   0,2     3210,512   1,2   104151 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::append(unsigned int,char) (main.obj)
     510,156   0,2    12023,880   4,7    24515 net::NetProtocol::sendCommand(char const * const,class utils::Buffer const &) (netprotocol.obj)
     508,567   0,2      899,622   0,3    43636 std::list<int,class std::allocator<int> >::begin(void) (model.obj)
     500,491   0,2     2216,969   0,9    13543 std::_Tree<struct std::pair<int,int>,struct std::pair<struct std::pair<int,int> const ,class utils::Buffer>,struct std::map<struct std::pair<int,int>,class utils::Buffer,struct std::less<struct std::pair<int,int> >,class std::allocator<class utils::Buffer> >::_Kfn,struct std::less<struct std::pair<int,int> >,class std::allocator<class utils::Buffer> >::insert(struct std::pair<struct std::pair<int,int> const ,class utils::Buffer> const &) (controllvalueset.obj)
     492,077   0,2      599,706   0,2    40828 utils::Buffer::Buffer(int) (buffer.obj)
     485,991   0,2      703,695   0,3   188055 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Eos(unsigned int) (main.obj)
     485,978   0,2      485,978   0,2   229489 std::vector<class utils::AutoPtr<class IInput>,class std::allocator<class utils::AutoPtr<class IInput> > >::begin(void) (c_module.obj)
     485,410   0,2      685,157   0,3   106380 std::_Tree<int,struct std::pair<int const ,class utils::AutoPtr<class renderer::ModuleControlBlock> >,struct std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Kfn,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator::iterator(struct _Tree<int,struct std::pair<int const ,class utils::AutoPtr<class renderer::ModuleControlBlock> >,struct std::map<int,class utils::AutoPtr<class renderer::ModuleControlBlock>,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::_Kfn,struct std::less<int>,class std::allocator<class utils::AutoPtr<class renderer::ModuleControlBlock> > >::iterator::_Node *) (runtimesystem.obj)
     485,143   0,2     8019,765   3,1    24515 net::PortProtocol::send(int,class utils::Buffer const &) (netdispatcher2.obj)
     484,751   0,2    11718,076   4,6    17790 utils::checktag(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &) (xmlutils.obj)
     481,982   0,2     2156,751   0,8   156018 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void) (main.obj)
     481,512   0,2    15588,965   6,1    13553 utils::operator<<(class std::basic_ostream<char,struct std::char_traits<char> > &,class utils::Buffer const &) (bufferutils.obj)
     480,838   0,2      480,838   0,2   216752 std::char_traits<char>::length(char const *) (main.obj)
     475,996   0,2      475,996   0,2   270925 std::char_traits<char>::to_int_type(char const &) (main.obj)
     475,597   0,2      779,678   0,3   194156 std::list<struct engine::TaskControlBlock *,class std::allocator<struct engine::TaskControlBlock *> >::iterator::operator*(void) (scheduler.obj)
     468,296   0,2      666,310   0,3   142059 std::list<class IInput *,class std::allocator<class IInput *> >::iterator::operator*(void) (runtimesystem.obj)
     464,872   0,2     2880,848   1,1    83106 std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::assign(char const *) (main.obj)
     460,540   0,2      460,540   0,2   291872 std::basic_ios<char,struct std::char_traits<char> >::tie(void) (main.obj)
     458,260   0,2     1703,324   0,7   158451 std::allocator<class IInput *>::construct(class IInput * *,class IInput * const &) (c_module.obj)
     447,604   0,2      590,622   0,2   142059 CInput::getConnectedModule(void) (c_input.obj)
     440,654   0,2      440,654   0,2   250665 std::allocator<char>::max_size(void) (main.obj)
     432,856   0,2     4029,767   1,6    24514 utils::OBufferStream::OBufferStream(class OBufferStream::Buffer &) (bufferstream.obj)
     422,362   0,2     1714,967   0,7   146462 std::locale::locale(class locale::locale const &) (main.obj)
     420,288   0,2      719,377   0,3   131140 std::list<int,class std::allocator<int> >::iterator::iterator(struct list<int,class std::allocator<int> >::iterator::_Node *) (model.obj)
     419,602   0,2    41719,202  16,2    13533 ControlValueReceiverNet::controlValueChanged(int,int,class utils::Buffer const &) (controlvaluereceivernet.obj)
     418,048   0,2      658,707   0,3   128418 std::ios_base::fail(void) (main.obj)
     411,492   0,2      634,865   0,2    54660 std::locale::_Init(void) (locale0.obj)
     405,346   0,2      405,346   0,2   183711 std::ios_base::width(void) (main.obj)
     404,475   0,2      404,475   0,2   197327 std::basic_ostream<char,struct std::char_traits<char> >::sentry::operator bool(void) (main.obj)
     402,659   0,2      402,659   0,2   158451 std::_Destroy(class IInput * *) (c_output.obj)
     402,281   0,2    33829,831  13,1    87420 CModule::dependencies(class std::list<class IInput *,class std::allocator<class IInput *> > &) (c_module.obj)
